dep_id,url,mrds_id,mas_id,site_name,latitude,longitude,region,country,state,county,com_type,commod1,commod2,commod3,oper_type,dep_type,prod_size,dev_stat,ore,gangue,other_matl,orebody_fm,work_type,model,alteration,conc_proc,names,ore_ctrl,reporter,hrock_unit,hrock_type,arock_unit,arock_type,structure,tectonic,ref,yfp_ba,yr_fst_prd,ylp_ba,yr_lst_prd,dy_ba,disc_yr,prod_yrs,discr,score
10256235,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10256235,,5330410008,Agar,27.30903,76.20046,AS,India,Rajasthan,,M,,,Copper,Unknown,,,Prospect,,,"Limonite, Malachite",,,,,,,,"West, B.J.",,,,,,,DUNN J A 1965 BULL GSI SERIES A-ECON GEOL NO 23-COPPER P 131,,,,,,,,,D
10256362,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10256362,,5330410003,Rajasthan State,26.90906,75.83047,AS,India,Rajasthan,,M,,,Iron,Unknown,,,Producer,,,Hematite,,,,,,,,"West, B.J.",,,,,,,"U.N., SURV. WORLD IRON ORE RES., 1970, N.Y., DEPT. ECON. & SFFAIRS, P. 111, 164",,,,,,,,,D
10256718,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10256718,,5330410014,"Rajpura-Dariba, Udaipur Distict",27.16294,76.38656,AS,India,Rajasthan,,M,"Zinc, Copper, Lead","Silver, Antimony, Arsenic, Cadmium","Nickel, Cobalt",Underground,,,Producer,,,"Autunite, Biotite, Chalcopyrite, Malachite, Pyrite, Pyrrhotite, Torbernite",,,,,,,,"Rupp  / Ewu, Chiang",,,,,,,"DUNN, J. A., COPPER, GEOLOGICAL SURVEY OF INDIA BULLETIN,SERIES A, ECONOMIC GEOLOGY, NO. 23, 1965, P. 132-134.STAFF, ENGINEERING AND MINING JOURNAL INTERNATIONAL DIRECTO-RY 1978, P. 297.STAFF, HINDUSTAN COPPER LTD., ANNUAL REPORT 1975-1976, P.14-15.MARKANDEY AND A. V. ULABHAJE, EXPLORATION GEOLOGY OF THERAJPURA-DARIBA ZINC-LEAD BELT-A REVIEW, METALS ANDMINERALS REVIEW-FEBRUARY 1978, P. 88-89.RAO,S. K. L., ON THE OCCURRENCES AND PROBABLE ORIGIN OFCUBANITE AND VALLERIITE FROM COPPER ORES OF DARIBA, ALWARDISTRICT, RAJASTHAN, GEOLOGICAL SURVEY OF INDIA MISCEL-LANEOUS PUBLICATION NO. 16, BASE METALS, PT. I, 1971, P.357-363.VARADAN, V. K. S., M. NARASIMHAN AND N. MADHUKARA, RESULTSOF PROVING OPERATIONS IN DARIBA COPPER DEPOSIT, ALWAR497-505.DEB, M., D.M. BANERJEE, AND A. K. BHATTACHARYA, PRECAMBRIANSTROMATOLITE AND OTHER STRUCTURES IN THE RAJPURA-DARIBAPOLYMETALLIC ORE DEPOSIT, RAJASTHAN, INDIA, 1978,MINERALIUM DEPOSITA.PERSONAL CORRESPONDENCE, 1978,D. O. RAJPURA MINES, DIST.UDAIPUR, RAJASTHAN, INDIA. (COPY ON FILE IN DENVEROFFICE, USBM).GEOLOGICAL SURVEY OF INDIA, GEOLOGY AND MINERAL RESOURCES OFTHE STATES OF INDIA, MISCELLANEOUS PUBLICATION NO. 30,PT. XII-RAJASTHAN, 1977, P. 50-51.STAFF, 1979 SURVEY OF MINE AND PLANT EXPANSION, ENGINEERINGAND MINING JOURNAL, JANUARY 1979, P. 101.CHAUHAN, D. S.  THE DARIBA MAIN LODE OF RAJPURA-DARIBA ZINC-LEAD-COPPER BELT, UDAIPUR DISTRICT, RAJASTHAN.  JOURNALOF THE GEOLOGICAL SOCIETY OF INDIA, V. 18, NO. 11, NOV-EMBER 1977, PP. 611-616.A. K. G.  EDITORIAL.  LEAD AND ZINC IN INDIA - THE PRESENTAND THE FUTURE.  JOURNAL OF MINES, METALS, AND FUELS,SEPTEMBER 1976.HARLALKA, B. N.  HISTORY OF ZINC AND HINDUSTAN ZINC LIMITED.INDIAN MINING AND ENGINEERING JOURNAL, AUGUST 1972, P.75-78.CHATTERJEE, P. K.  ANNOTATED INDEX OF INDIAN MINERAL OCCUR-RENCES.  PART 3 (L-Z).  GEOLOGICAL SURVEY OF INDIA, 1964,PP. 296, 453.STAFF.  V.N.E.C.A.F.E.  MINERAL DEVELOPMENT IN ASIA AND FAREAST.  MINERAL RESOURCE DEVELOPMENT SERIES, NO. 35, 1968,PP. 4, 33.WORLD MINING.  INDIA.  AUGUST 1966, P. 44.MINING MAGAZINE.  ASIA-DERI EXPLOITATION.  JANUARY 1973,P. 45.MATHEW, P. M.  GEOPHYSICAL SURVEYS FOR COPPER ORE IN DARIBAAND KHOH AREAS IN ALWAR DISTRICT, RAJASTHAN, INDIA.  GEO-PHYSICAL RESULTS OF APPLIED GEOPHYSICS, P. 107-117.ENGINEERING AND MINING JOURNAL INTERNATIONAL DIRECTORY OFMINING AND MINERAL PROCESSING OPERATIONS.  INDIA.  MC-GRAW-HILL, INC., NEW YORK, 1978, P. 296.",,,,,,,,,B
10279780,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10279780,,5330410020,Nalladeshwar,27.24903,76.45046,AS,India,Rajasthan,,M,,,Copper,Unknown,,,Prospect,,,,,,,,,,,"West, B.J.",,,,,,,DUNN J A 1965 BULL GSI SERIES A-ECON GEOL NO 23-COPPER P 135,,,,,,,,,D
10280025,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10280025,,5330410005,Ajitgarh,25.77916,74.18051,AS,India,Rajasthan,,M,,,Copper,Unknown,,,Occurrence,,,"Azurite, Chalcopyrite, Cuprite, Malachite, Pyrite",,,,,,,,"West, B.J.",,,,,,,"DUNN J A 1965,BULL GSI SERIES A-ECON GEOL NO 23-COPPER P 130",,,,,,,,,D
10281473,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10281473,,5330410023,Mawai-Ka-Poora,26.45909,77.56042,AS,India,Rajasthan,,M,,,Copper,Unknown,,,Prospect,,,,,,,,,,,"West, B.J.",,,,,,,DUNN J A 1965 BULL GSI SERIES A-ECON GEOL NO 23-COPPER P 136,,,,,,,,,D
10304017,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10304017,,5330410036,Rajpura-Dariba,24.99923,74.16721,AS,India,Rajasthan,,M,"Lead, Zinc",,,Underground,,,Producer,,,"Chalcopyrite, Galena, Sphalerite",,Underground,,,,,,Rfb,,,,,,,"SINGH, B., AUGUST 1980, AN APPRAISAL OF THE BASE METALDEPOSITS OF RAJASTHAN: IM & EJ, P.5-18.HINDUSTAN ZINC, LTD., ANNUAL REPORT, 1978-79.MINING MAGAZINE, JUNE 1974.WORLD MINING, APRIL 1978.ENGINEERING/MINING JOURNAL.INDIAN BUREAU OF MINES, 1971, INDIAN MINERALS YEARBOOK,NAGPUR, INDIA.INDIAN LEAD-ZINC INFORMATION CENTER, ZINC OUTLOOK, 1978-1979, NEW DELHI, INDIA.MINING JOURNAL, APRIL 20, 1980.RAKESH, K.C., (ED.), 1979, HINDUSTAN ZINC LTD., UDAIPUR,U.S. BUREAU OF MINES, 1976 AND 1978-79, MINERALS YEARBOOK,WASHINGTON, D.C.ENGINEERING/MINING JOURNAL, 1980, INTERNATIONAL DIRECTORY.AME MINERAL ECONOMICS QUARTERLY MINE ANALYSIS, JUNE, 1993,P. 38, 48.",,,,,,,,,B
10304074,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10304074,,5330410010,Bairat,27.42902,76.18047,AS,India,Rajasthan,,M,,,Copper,Unknown,,,Prospect,,,Malachite,,,,,,,,"West, B.J.",,,,,,,DUNN J A 1965 BULL GSI SERIES A-ECON GEOL NO 23-COPPER P 131,,,,,,,,,D
10304130,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10304130,,5330418813,Debari Phosphoric Acid Plant,24.91593,73.86722,AS,India,Rajasthan,,N,Phosphorus-Phosphates,,,Processing Plant,,,Plant,,,,,,,,,Rajasthan,,"Fantel, Richard J.",,,,,,,"INTERNATIONAL FERTILIZER INDUSTRY ASSOCIATION. PHOSPHORICACID, TRIPLE SUPERPHOSPHATE AND AMMONIUM PHOSPHATE PLANTS1988 SURVEY. AUGUST 1988, 39PP.BRITISH SULPHUR CORPORATION. WORLD FERTILIZER ATLAS, EIGHTHED. APRIL 1987, 121PP.",,1979,,,,,,,D
10304168,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10304168,,5330410013,Chipta,27.10904,76.36046,AS,India,Rajasthan,,M,,,Copper,Unknown,,,Prospect,,,"Dolomite, Limonite, Quartz",,,,,,,,"West, B.J.",,,,,,,DUNN J A 1965 BULL GSI SERIES A-ECON GEOL NO 23-COPPER P 132,,,,,,,,,D
10304306,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10304306,,5330410032,Mochia Balariamagra,24.59925,73.78382,AS,India,Rajasthan,,M,"Lead, Zinc",,,Underground,,,Producer,,,"Arsenopyrite, Chalcopyrite, Galena, Pyrite, Pyrrhotite, Silver, Sphalerite",,Underground,,,,"Mochia-Balaria, Zawar Group of Mines",,Rfb,,,,,,,"MINING MAGAZINE, SEPT. 1976, P. 245WORLD MINES REGISTER.  COMPANIES BY COUNTRY.  INDIA.MILLER FREEMAN, INC., SAN FRANCISCO, 1976, P. 97.A. K. G.  LEAD AND ZINC IN INDIA - THE PRESENT AND THEFUTURE.  EDITORIAL.  JOURNAL OF MINES, METALS, AND FUELS,SEPTEMBER 1976.U.N.E.C.A.F.E.  MINING DEVELOPMENTS IN ASIA AND THE FAREAST.  MINERAL DEVELOPMENT SERIES, NO. 35, UNITED NATIONS,NEW YORK, 1968, PP. 4, 33.HARLALKA, B. N.  HISTORY OF ZINC AND HINDUSTAN ZINC LIMITED.ENGINEERING AND MINING JOURNAL INTERNATIONAL DIRECTORY OFMINING AND MINERAL PROCESSING OPERATIONS, 1978, P. 297.MINING MAGAZINE.  SEPTEMBER 1974, P. 227.HINDUSTAN ZINC LTD., ANNUAL REPORT, 1978-79.HINDUSTAN ZINC LTD., GLIMPSES OF ZAWAR.INDIAN GOVERNMENT, HINDUSTAN ZINC LTD.MUKHERJEE, A., 1964, THE GEOLOGY OF THE ZAWAR LEAD-ZINCMINE, RAJASTHAN, INDIA: ECONOMIC GEOLOGY, VOL. 59,PP. 656-677.INDIAN MINING AND ENGINEERING JOURNAL, AUGUST 1972, PP.15-17.GEOLOGICAL SURVEY OF INDIA.  GEOLOGY AND MINERAL RESOURCESOF THE STATES OF INDIA.  MISCELLANEOUS PUBLICATION NO. 30.PART.  XII - RAJASTHAN, 1977, PP. 50-51.AME MINERAL ECONOMICS QUARTERLY MINE ANALYSIS, JUNE, 1993,PP. 38, 48.",,,,,,,,,B
10305461,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10305461,,5330210112,Akhai Mahadeo,24.94921,77.58042,AS,India,Madhya Pradesh,,M,,,"Aluminum, Iron, Silica, Titanium",Surface,,,Prospect,,,,,,,,,,,"West, B.J.",,,,,,,"ROY CHOWDHURY, M.K., BAUXITE IN BIHAR, MADHYA PRADESH, VINDHESH, MADHYA BHARAT AND BHOPAL, V.85, MEMOIRS OF THE GEOLOGICEY OF INDIA, 1958, P.258-259.",,,,,,,,,D
60000552,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=60000552,ISM0128,,Tamatia Mines,23.61603,74.50049,AS,India,Rajasthan,,N,Graphite,,,Unknown,"GRAPHITE, CRYSTALLINE, DISSEMINATED FLAKES",Y,Producer,,,,,,,,,,,,,,,,,,"BANERJEE, B. ET AL., 1980: GRAPHITE DEPOSITS IN THE PRECAMBRIAN OF PALAMAU, BIHAR.- METALS AND MINERALS REVIEW, JULY 1980, VOL.XIX, NO.8PARAMASIVAN, T.S. AND SRINIVASAN, R., 1973: GRAPHITE DEPOSITS OF TAMIL NADU.- MINERAL RESEARCH, VOL.5, OCTOBER 1973, P.20-23ACHARYA, B.C. AND DASH, DR.B., 1980: DISTRIBUTION OF GRAPHITE DEPOSITS IN ORISSA AND ITS RELATION WITH REGIONAL GEOLOGY.- METALS AND MINERALS REVIEW, JUNE 1980, VOL.XIX, NO.7KANUNGO, S.C., 1976: GRAPHITE MINERALISATION IN TITLAGARH-GRAPHITE-BELT, BOLANGIR AND KALAHANDI DISTRICTS ORISSA.- INDIAN MINERALS, VOL.30, NO.4, P.1-6KRISHNA-RAO, M. ET AL., 1971: PETROGRAPHY AND BENEFICIATION CHARACTERISTICS OF GRAPHITE DEPOSITS OF ORISSA. - JOURN. OF MINES, MET. AND FUELS, MARCH 1971, P.63-64MALLESWARA RAO, V., 1973: BENEFICIATION OF GRAPHITE FROM VISAKHAPATNAM DISTRICT.- JOURN. INDIAN ACAD. GEOSCI., VOL.16, NO.2, P.77-81KRISHNASWAMY, S., 1979: INDIA'S MINERAL RESOURCES, 2ND ED.- OXFORD AND IBH. PUBL. CO., NEW DELHIGEOLOGICAL SURVEY OF INDIA: GEOLOGY AND MINERAL RESOURCES OF THE STATES OF INDIA.- GSJ. MISC. PUBL., NO.30; V. BIHAR 1974; VI. TAMIL NADU 1974; III. ORISSA 1974; VIII. ANDHRA PRADESH 1975; XII. RAJASTHAN 1977GOOSSENS, P.J., 1982: GRAPHITE DEPOSITS OF THE PRECAMBRIAN AND THEIR MINING DEVELOPMENT.- IN: THE DEVELOPMENT POTENTIAL OF PRECAMBRIAN MINERAL DEPOSITS; UNITED NATIONS NEW YORK, 1982, P.123-155",,,,,,,,,D
60000697,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=60000697,ISM0456,,Jhamar-Kotra,24.48256,73.85051,AS,India,Rajasthan,,N,Phosphorus-Phosphates,,,Unknown,"SEDIMENTARY (PRESUMABLY: CHEMICAL SEDIMENT, MARINE)",Y,Producer,,,,,,,,,Jhameshwar (Part of Jhamar-Kotra) Sameta,,,,,,,ARAVALLI BASIN,,"BRITISH SULPHUR CORP. LTD., 1980: WORLD SURVEY OF PHOSPHATE DEPOSITS, 4TH ED., LONDONANONYM, 1979: JHAMAR KOTRA PHOSPHATE ROCK, PHOSPHORUS AND POTASSIUM, NO.99, JAN./FEB., P.17-21ROY, A.B., ET AL., 1980: STRUCTURAL GEOMETRY OF THE ROCK PHOSPHATE BEARING ARAVALLI ROCKS AROUND JHAMAR KOTRA, INDIAN JOURNAL EARTH SCIENCES, VOL.7, NO.2, P.191-202, CALCUTTALEHR, J.R., MCCELLAN, G.H., 1973: CRYSTAL CHEMICAL INVESTIGATION OF NATURAL APATITES. AMERICAN MINERALOGIST, VOL.54, 9/10, P.1374-1391, WASHINGTON",,1969,,,,1968,,,D
