granule,start,end,cloud_cover,size_mb,download_nc
EMIT_L2B_MIN_001_20230922T100847_2326507_008,2023-09-22T10:08:47.000Z,2023-09-22T10:08:59.000Z,95,84.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230922T100847_2326507_008/EMIT_L2B_MIN_001_20230922T100847_2326507_008.nc
EMIT_L2B_MIN_001_20230926T083401_2326906_010,2023-09-26T08:34:01.000Z,2023-09-26T08:34:13.000Z,95,92.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230926T083401_2326906_010/EMIT_L2B_MIN_001_20230926T083401_2326906_010.nc
EMIT_L2B_MIN_001_20231017T093115_2329006_042,2023-10-17T09:31:15.000Z,2023-10-17T09:31:27.000Z,95,84.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231017T093115_2329006_042/EMIT_L2B_MIN_001_20231017T093115_2329006_042.nc
EMIT_L2B_MIN_001_20231021T075513_2329405_043,2023-10-21T07:55:13.000Z,2023-10-21T07:55:25.000Z,95,86.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231021T075513_2329405_043/EMIT_L2B_MIN_001_20231021T075513_2329405_043.nc
EMIT_L2B_MIN_001_20240426T052400_2411704_009,2024-04-26T05:24:00.000Z,2024-04-26T05:24:12.000Z,95,84.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240426T052400_2411704_009/EMIT_L2B_MIN_001_20240426T052400_2411704_009.nc
EMIT_L2B_MIN_001_20240519T110707_2414008_008,2024-05-19T11:07:07.000Z,2024-05-19T11:07:19.000Z,95,84.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240519T110707_2414008_008/EMIT_L2B_MIN_001_20240519T110707_2414008_008.nc
EMIT_L2B_MIN_001_20251020T070235_2529305_004,2025-10-20T07:02:35.000Z,2025-10-20T07:02:56.000Z,95,155.5,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20251020T070235_2529305_004/EMIT_L2B_MIN_001_20251020T070235_2529305_004.nc
EMIT_L2B_MIN_001_20260220T054827_2605104_005,2026-02-20T05:48:27.000Z,2026-02-20T05:48:38.000Z,95,81.1,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260220T054827_2605104_005/EMIT_L2B_MIN_001_20260220T054827_2605104_005.nc
EMIT_L2B_MIN_001_20220815T110414_2222707_028,2022-08-15T11:04:14.000Z,2022-08-15T11:04:26.000Z,96,82.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20220815T110414_2222707_028/EMIT_L2B_MIN_001_20220815T110414_2222707_028.nc
EMIT_L2B_MIN_001_20220820T083756_2223206_030,2022-08-20T08:37:56.000Z,2022-08-20T08:38:07.000Z,96,83.1,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20220820T083756_2223206_030/EMIT_L2B_MIN_001_20220820T083756_2223206_030.nc
EMIT_L2B_MIN_001_20220828T052318_2224004_014,2022-08-28T05:23:18.000Z,2022-08-28T05:23:30.000Z,96,78.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20220828T052318_2224004_014/EMIT_L2B_MIN_001_20220828T052318_2224004_014.nc
EMIT_L2B_MIN_001_20220828T052342_2224004_016,2022-08-28T05:23:42.000Z,2022-08-28T05:23:54.000Z,96,78.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20220828T052342_2224004_016/EMIT_L2B_MIN_001_20220828T052342_2224004_016.nc
EMIT_L2B_MIN_001_20230330T081239_2308906_006,2023-03-30T08:12:39.000Z,2023-03-30T08:12:50.000Z,96,82.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230330T081239_2308906_006/EMIT_L2B_MIN_001_20230330T081239_2308906_006.nc
EMIT_L2B_MIN_001_20230530T080334_2315006_009,2023-05-30T08:03:34.000Z,2023-05-30T08:03:46.000Z,96,78.8,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230530T080334_2315006_009/EMIT_L2B_MIN_001_20230530T080334_2315006_009.nc
EMIT_L2B_MIN_001_20230730T074131_2321105_010,2023-07-30T07:41:31.000Z,2023-07-30T07:41:43.000Z,96,80.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230730T074131_2321105_010/EMIT_L2B_MIN_001_20230730T074131_2321105_010.nc
EMIT_L2B_MIN_001_20230824T070708_2323605_042,2023-08-24T07:07:08.000Z,2023-08-24T07:07:20.000Z,96,81.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230824T070708_2323605_042/EMIT_L2B_MIN_001_20230824T070708_2323605_042.nc
EMIT_L2B_MIN_001_20230922T100748_2326507_003,2023-09-22T10:07:48.000Z,2023-09-22T10:08:00.000Z,96,81.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230922T100748_2326507_003/EMIT_L2B_MIN_001_20230922T100748_2326507_003.nc
EMIT_L2B_MIN_001_20231126T083540_2333006_012,2023-11-26T08:35:40.000Z,2023-11-26T08:35:51.000Z,96,83.5,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231126T083540_2333006_012/EMIT_L2B_MIN_001_20231126T083540_2333006_012.nc
EMIT_L2B_MIN_001_20251126T070028_2533004_015,2025-11-26T07:00:28.000Z,2025-11-26T07:00:44.000Z,96,142.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20251126T070028_2533004_015/EMIT_L2B_MIN_001_20251126T070028_2533004_015.nc
EMIT_L2B_MIN_001_20260220T054815_2605104_004,2026-02-20T05:48:15.000Z,2026-02-20T05:48:27.000Z,96,78.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260220T054815_2605104_004/EMIT_L2B_MIN_001_20260220T054815_2605104_004.nc
EMIT_L2B_MIN_001_20260729T060614_2621004_001,2026-07-29T06:06:14.000Z,2026-07-29T06:06:26.000Z,96,104.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260729T060614_2621004_001/EMIT_L2B_MIN_001_20260729T060614_2621004_001.nc
EMIT_L2B_MIN_001_20230330T081338_2308906_011,2023-03-30T08:13:38.000Z,2023-03-30T08:13:50.000Z,97,79.1,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230330T081338_2308906_011/EMIT_L2B_MIN_001_20230330T081338_2308906_011.nc
EMIT_L2B_MIN_001_20230403T063919_2309305_012,2023-04-03T06:39:19.000Z,2023-04-03T06:39:31.000Z,97,74.8,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230403T063919_2309305_012/EMIT_L2B_MIN_001_20230403T063919_2309305_012.nc
EMIT_L2B_MIN_001_20230726T091704_2320706_006,2023-07-26T09:17:04.000Z,2023-07-26T09:17:15.000Z,97,83.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230726T091704_2320706_006/EMIT_L2B_MIN_001_20230726T091704_2320706_006.nc
EMIT_L2B_MIN_001_20230730T074143_2321105_011,2023-07-30T07:41:43.000Z,2023-07-30T07:41:55.000Z,97,82.8,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230730T074143_2321105_011/EMIT_L2B_MIN_001_20230730T074143_2321105_011.nc
EMIT_L2B_MIN_001_20230803T060417_2321504_008,2023-08-03T06:04:17.000Z,2023-08-03T06:04:29.000Z,97,82.8,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230803T060417_2321504_008/EMIT_L2B_MIN_001_20230803T060417_2321504_008.nc
EMIT_L2B_MIN_001_20230803T060504_2321504_012,2023-08-03T06:05:04.000Z,2023-08-03T06:05:16.000Z,97,86.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230803T060504_2321504_012/EMIT_L2B_MIN_001_20230803T060504_2321504_012.nc
EMIT_L2B_MIN_001_20230821T075411_2323305_044,2023-08-21T07:54:11.000Z,2023-08-21T07:54:23.000Z,97,85.1,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230821T075411_2323305_044/EMIT_L2B_MIN_001_20230821T075411_2323305_044.nc
EMIT_L2B_MIN_001_20230829T044209_2324103_011,2023-08-29T04:42:09.000Z,2023-08-29T04:42:21.000Z,97,87.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230829T044209_2324103_011/EMIT_L2B_MIN_001_20230829T044209_2324103_011.nc
EMIT_L2B_MIN_001_20230925T092203_2326806_011,2023-09-25T09:22:03.000Z,2023-09-25T09:22:15.000Z,97,84.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230925T092203_2326806_011/EMIT_L2B_MIN_001_20230925T092203_2326806_011.nc
EMIT_L2B_MIN_001_20230926T083413_2326906_011,2023-09-26T08:34:13.000Z,2023-09-26T08:34:25.000Z,97,89.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230926T083413_2326906_011/EMIT_L2B_MIN_001_20230926T083413_2326906_011.nc
EMIT_L2B_MIN_001_20231017T093103_2329006_041,2023-10-17T09:31:03.000Z,2023-10-17T09:31:15.000Z,97,84.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231017T093103_2329006_041/EMIT_L2B_MIN_001_20231017T093103_2329006_041.nc
EMIT_L2B_MIN_001_20231204T052026_2333804_002,2023-12-04T05:20:26.000Z,2023-12-04T05:20:38.000Z,97,90.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231204T052026_2333804_002/EMIT_L2B_MIN_001_20231204T052026_2333804_002.nc
EMIT_L2B_MIN_001_20240415T093039_2410606_020,2024-04-15T09:30:39.000Z,2024-04-15T09:30:51.000Z,97,89.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240415T093039_2410606_020/EMIT_L2B_MIN_001_20240415T093039_2410606_020.nc
EMIT_L2B_MIN_001_20240519T110719_2414008_009,2024-05-19T11:07:19.000Z,2024-05-19T11:07:31.000Z,97,98.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240519T110719_2414008_009/EMIT_L2B_MIN_001_20240519T110719_2414008_009.nc
EMIT_L2B_MIN_001_20240629T034224_2418103_003,2024-06-29T03:42:24.000Z,2024-06-29T03:42:36.000Z,97,84.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240629T034224_2418103_003/EMIT_L2B_MIN_001_20240629T034224_2418103_003.nc
EMIT_L2B_MIN_001_20240726T081845_2420806_007,2024-07-26T08:18:45.000Z,2024-07-26T08:18:57.000Z,97,90.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240726T081845_2420806_007/EMIT_L2B_MIN_001_20240726T081845_2420806_007.nc
EMIT_L2B_MIN_001_20240729T072821_2421105_005,2024-07-29T07:28:21.000Z,2024-07-29T07:28:41.000Z,97,132.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240729T072821_2421105_005/EMIT_L2B_MIN_001_20240729T072821_2421105_005.nc
EMIT_L2B_MIN_001_20240813T100246_2422607_018,2024-08-13T10:02:46.000Z,2024-08-13T10:03:06.000Z,97,146.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240813T100246_2422607_018/EMIT_L2B_MIN_001_20240813T100246_2422607_018.nc
EMIT_L2B_MIN_001_20250814T085126_2522606_027,2025-08-14T08:51:26.000Z,2025-08-14T08:51:39.000Z,97,93.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250814T085126_2522606_027/EMIT_L2B_MIN_001_20250814T085126_2522606_027.nc
EMIT_L2B_MIN_001_20250921T091144_2526406_017,2025-09-21T09:11:44.000Z,2025-09-21T09:11:56.000Z,97,93.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250921T091144_2526406_017/EMIT_L2B_MIN_001_20250921T091144_2526406_017.nc
EMIT_L2B_MIN_001_20250921T091259_2526406_019,2025-09-21T09:12:59.000Z,2025-09-21T09:13:11.000Z,97,94.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250921T091259_2526406_019/EMIT_L2B_MIN_001_20250921T091259_2526406_019.nc
EMIT_L2B_MIN_001_20251126T070016_2533004_014,2025-11-26T07:00:16.000Z,2025-11-26T07:00:28.000Z,97,115.5,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20251126T070016_2533004_014/EMIT_L2B_MIN_001_20251126T070016_2533004_014.nc
EMIT_L2B_MIN_001_20251130T052802_2533403_009,2025-11-30T05:28:02.000Z,2025-11-30T05:28:14.000Z,97,94.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20251130T052802_2533403_009/EMIT_L2B_MIN_001_20251130T052802_2533403_009.nc
EMIT_L2B_MIN_001_20260220T054803_2605104_003,2026-02-20T05:48:03.000Z,2026-02-20T05:48:15.000Z,97,78.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260220T054803_2605104_003/EMIT_L2B_MIN_001_20260220T054803_2605104_003.nc
EMIT_L2B_MIN_001_20260401T054103_2609104_011,2026-04-01T05:41:03.000Z,2026-04-01T05:41:26.000Z,97,155.8,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260401T054103_2609104_011/EMIT_L2B_MIN_001_20260401T054103_2609104_011.nc
EMIT_L2B_MIN_001_20260721T091537_2620206_014,2026-07-21T09:15:37.000Z,2026-07-21T09:15:49.000Z,97,106.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260721T091537_2620206_014/EMIT_L2B_MIN_001_20260721T091537_2620206_014.nc
EMIT_L2B_MIN_001_20220820T083732_2223206_028,2022-08-20T08:37:32.000Z,2022-08-20T08:37:44.000Z,98,88.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20220820T083732_2223206_028/EMIT_L2B_MIN_001_20220820T083732_2223206_028.nc
EMIT_L2B_MIN_001_20220820T083744_2223206_029,2022-08-20T08:37:44.000Z,2022-08-20T08:37:56.000Z,98,92.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20220820T083744_2223206_029/EMIT_L2B_MIN_001_20220820T083744_2223206_029.nc
EMIT_L2B_MIN_001_20220823T074832_2223505_033,2022-08-23T07:48:32.000Z,2022-08-23T07:48:44.000Z,98,82.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20220823T074832_2223505_033/EMIT_L2B_MIN_001_20220823T074832_2223505_033.nc
EMIT_L2B_MIN_001_20220901T034640_2224403_008,2022-09-01T03:46:40.000Z,2022-09-01T03:46:52.000Z,98,76.5,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20220901T034640_2224403_008/EMIT_L2B_MIN_001_20220901T034640_2224403_008.nc
EMIT_L2B_MIN_001_20230323T103530_2308207_007,2023-03-23T10:35:30.000Z,2023-03-23T10:35:42.000Z,98,97.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230323T103530_2308207_007/EMIT_L2B_MIN_001_20230323T103530_2308207_007.nc
EMIT_L2B_MIN_001_20230323T103554_2308207_009,2023-03-23T10:35:54.000Z,2023-03-23T10:36:06.000Z,98,91.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230323T103554_2308207_009/EMIT_L2B_MIN_001_20230323T103554_2308207_009.nc
EMIT_L2B_MIN_001_20230327T090116_2308606_010,2023-03-27T09:01:16.000Z,2023-03-27T09:01:28.000Z,98,94.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230327T090116_2308606_010/EMIT_L2B_MIN_001_20230327T090116_2308606_010.nc
EMIT_L2B_MIN_001_20230429T051255_2311903_031,2023-04-29T05:12:55.000Z,2023-04-29T05:13:09.000Z,98,99.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230429T051255_2311903_031/EMIT_L2B_MIN_001_20230429T051255_2311903_031.nc
EMIT_L2B_MIN_001_20230629T044510_2318003_028,2023-06-29T04:45:10.000Z,2023-06-29T04:45:22.000Z,98,83.5,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230629T044510_2318003_028/EMIT_L2B_MIN_001_20230629T044510_2318003_028.nc
EMIT_L2B_MIN_001_20230702T035458_2318303_005,2023-07-02T03:54:58.000Z,2023-07-02T03:55:09.000Z,98,81.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230702T035458_2318303_005/EMIT_L2B_MIN_001_20230702T035458_2318303_005.nc
EMIT_L2B_MIN_001_20230726T091640_2320706_004,2023-07-26T09:16:40.000Z,2023-07-26T09:16:52.000Z,98,82.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230726T091640_2320706_004/EMIT_L2B_MIN_001_20230726T091640_2320706_004.nc
EMIT_L2B_MIN_001_20230726T091815_2320706_012,2023-07-26T09:18:15.000Z,2023-07-26T09:18:26.000Z,98,81.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230726T091815_2320706_012/EMIT_L2B_MIN_001_20230726T091815_2320706_012.nc
EMIT_L2B_MIN_001_20230730T074119_2321105_009,2023-07-30T07:41:19.000Z,2023-07-30T07:41:31.000Z,98,77.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230730T074119_2321105_009/EMIT_L2B_MIN_001_20230730T074119_2321105_009.nc
EMIT_L2B_MIN_001_20230807T042808_2321903_014,2023-08-07T04:28:08.000Z,2023-08-07T04:28:20.000Z,98,78.8,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230807T042808_2321903_014/EMIT_L2B_MIN_001_20230807T042808_2321903_014.nc
EMIT_L2B_MIN_001_20230825T061757_2323704_032,2023-08-25T06:17:57.000Z,2023-08-25T06:18:09.000Z,98,84.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230825T061757_2323704_032/EMIT_L2B_MIN_001_20230825T061757_2323704_032.nc
EMIT_L2B_MIN_001_20230829T044221_2324103_012,2023-08-29T04:42:21.000Z,2023-08-29T04:42:32.000Z,98,80.1,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230829T044221_2324103_012/EMIT_L2B_MIN_001_20230829T044221_2324103_012.nc
EMIT_L2B_MIN_001_20230925T092127_2326806_008,2023-09-25T09:21:27.000Z,2023-09-25T09:21:39.000Z,98,97.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230925T092127_2326806_008/EMIT_L2B_MIN_001_20230925T092127_2326806_008.nc
EMIT_L2B_MIN_001_20230925T092151_2326806_010,2023-09-25T09:21:51.000Z,2023-09-25T09:22:03.000Z,98,79.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230925T092151_2326806_010/EMIT_L2B_MIN_001_20230925T092151_2326806_010.nc
EMIT_L2B_MIN_001_20230926T083250_2326906_004,2023-09-26T08:32:50.000Z,2023-09-26T08:33:02.000Z,98,78.1,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230926T083250_2326906_004/EMIT_L2B_MIN_001_20230926T083250_2326906_004.nc
EMIT_L2B_MIN_001_20230926T083349_2326906_009,2023-09-26T08:33:49.000Z,2023-09-26T08:34:01.000Z,98,84.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230926T083349_2326906_009/EMIT_L2B_MIN_001_20230926T083349_2326906_009.nc
EMIT_L2B_MIN_001_20240519T110754_2414008_012,2024-05-19T11:07:54.000Z,2024-05-19T11:08:06.000Z,98,93.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240519T110754_2414008_012/EMIT_L2B_MIN_001_20240519T110754_2414008_012.nc
EMIT_L2B_MIN_001_20240629T034236_2418103_004,2024-06-29T03:42:36.000Z,2024-06-29T03:42:49.000Z,98,89.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240629T034236_2418103_004/EMIT_L2B_MIN_001_20240629T034236_2418103_004.nc
EMIT_L2B_MIN_001_20240726T081809_2420806_004,2024-07-26T08:18:09.000Z,2024-07-26T08:18:21.000Z,98,76.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240726T081809_2420806_004/EMIT_L2B_MIN_001_20240726T081809_2420806_004.nc
EMIT_L2B_MIN_001_20240817T082643_2423006_031,2024-08-17T08:26:43.000Z,2024-08-17T08:26:56.000Z,98,92.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240817T082643_2423006_031/EMIT_L2B_MIN_001_20240817T082643_2423006_031.nc
EMIT_L2B_MIN_001_20250813T093919_2522506_024,2025-08-13T09:39:19.000Z,2025-08-13T09:39:39.000Z,98,142.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250813T093919_2522506_024/EMIT_L2B_MIN_001_20250813T093919_2522506_024.nc
EMIT_L2B_MIN_001_20251024T052756_2529704_002,2025-10-24T05:27:56.000Z,2025-10-24T05:28:16.000Z,98,159.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20251024T052756_2529704_002/EMIT_L2B_MIN_001_20251024T052756_2529704_002.nc
EMIT_L2B_MIN_001_20260321T092841_2608006_014,2026-03-21T09:28:41.000Z,2026-03-21T09:28:54.000Z,98,104.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260321T092841_2608006_014/EMIT_L2B_MIN_001_20260321T092841_2608006_014.nc
EMIT_L2B_MIN_001_20260328T071259_2608705_005,2026-03-28T07:12:59.000Z,2026-03-28T07:13:11.000Z,98,81.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260328T071259_2608705_005/EMIT_L2B_MIN_001_20260328T071259_2608705_005.nc
EMIT_L2B_MIN_001_20260721T091525_2620206_013,2026-07-21T09:15:25.000Z,2026-07-21T09:15:37.000Z,98,100.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260721T091525_2620206_013/EMIT_L2B_MIN_001_20260721T091525_2620206_013.nc
EMIT_L2B_MIN_001_20260724T082904_2620506_008,2026-07-24T08:29:04.000Z,2026-07-24T08:29:16.000Z,98,104.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260724T082904_2620506_008/EMIT_L2B_MIN_001_20260724T082904_2620506_008.nc
EMIT_L2B_MIN_001_20220815T110402_2222707_027,2022-08-15T11:04:02.000Z,2022-08-15T11:04:14.000Z,99,83.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20220815T110402_2222707_027/EMIT_L2B_MIN_001_20220815T110402_2222707_027.nc
EMIT_L2B_MIN_001_20220815T110426_2222707_029,2022-08-15T11:04:26.000Z,2022-08-15T11:04:37.000Z,99,87.1,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20220815T110426_2222707_029/EMIT_L2B_MIN_001_20220815T110426_2222707_029.nc
EMIT_L2B_MIN_001_20220816T101517_2222807_029,2022-08-16T10:15:17.000Z,2022-08-16T10:15:29.000Z,99,82.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20220816T101517_2222807_029/EMIT_L2B_MIN_001_20220816T101517_2222807_029.nc
