granule,start,end,cloud_cover,size_mb,download_nc
EMIT_L2B_MIN_001_20230214T103544_2304507_038,2023-02-14T10:35:44.000Z,2023-02-14T10:35:56.000Z,3,83.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230214T103544_2304507_038/EMIT_L2B_MINUNCERT_001_20230214T103544_2304507_038.nc
EMIT_L2B_MIN_001_20230214T103556_2304507_039,2023-02-14T10:35:56.000Z,2023-02-14T10:36:08.000Z,3,86.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230214T103556_2304507_039/EMIT_L2B_MIN_001_20230214T103556_2304507_039.nc
EMIT_L2B_MIN_001_20230215T094630_2304606_017,2023-02-15T09:46:30.000Z,2023-02-15T09:46:42.000Z,3,95.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230215T094630_2304606_017/EMIT_L2B_MIN_001_20230215T094630_2304606_017.nc
EMIT_L2B_MIN_001_20230215T094717_2304606_021,2023-02-15T09:47:17.000Z,2023-02-15T09:47:29.000Z,3,80.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230215T094717_2304606_021/EMIT_L2B_MIN_001_20230215T094717_2304606_021.nc
EMIT_L2B_MIN_001_20230218T085838_2304906_043,2023-02-18T08:58:38.000Z,2023-02-18T08:58:50.000Z,3,87.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230218T085838_2304906_043/EMIT_L2B_MIN_001_20230218T085838_2304906_043.nc
EMIT_L2B_MIN_001_20230219T080936_2305005_038,2023-02-19T08:09:36.000Z,2023-02-19T08:09:47.000Z,3,78.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230219T080936_2305005_038/EMIT_L2B_MIN_001_20230219T080936_2305005_038.nc
EMIT_L2B_MIN_001_20230226T054901_2305704_031,2023-02-26T05:49:01.000Z,2023-02-26T05:49:12.000Z,3,85.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230226T054901_2305704_031/EMIT_L2B_MIN_001_20230226T054901_2305704_031.nc
EMIT_L2B_MIN_001_20230302T041348_2306103_008,2023-03-02T04:13:48.000Z,2023-03-02T04:14:00.000Z,3,100.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230302T041348_2306103_008/EMIT_L2B_MIN_001_20230302T041348_2306103_008.nc
EMIT_L2B_MIN_001_20230426T060118_2311604_028,2023-04-26T06:01:18.000Z,2023-04-26T06:01:30.000Z,3,96.5,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230426T060118_2311604_028/EMIT_L2B_MIN_001_20230426T060118_2311604_028.nc
EMIT_L2B_MIN_001_20230526T094153_2314607_011,2023-05-26T09:41:53.000Z,2023-05-26T09:42:05.000Z,3,104.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230526T094153_2314607_011/EMIT_L2B_MIN_001_20230526T094153_2314607_011.nc
EMIT_L2B_MIN_001_20230527T085316_2314706_010,2023-05-27T08:53:16.000Z,2023-05-27T08:53:28.000Z,3,95.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230527T085316_2314706_010/EMIT_L2B_MINUNCERT_001_20230527T085316_2314706_010.nc
EMIT_L2B_MIN_001_20230607T044741_2315803_010,2023-06-07T04:47:41.000Z,2023-06-07T04:47:53.000Z,3,99.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230607T044741_2315803_010/EMIT_L2B_MIN_001_20230607T044741_2315803_010.nc
EMIT_L2B_MIN_001_20231003T061051_2327604_013,2023-10-03T06:10:51.000Z,2023-10-03T06:11:03.000Z,3,80.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231003T061051_2327604_013/EMIT_L2B_MIN_001_20231003T061051_2327604_013.nc
EMIT_L2B_MIN_001_20231004T052130_2327704_004,2023-10-04T05:21:30.000Z,2023-10-04T05:21:42.000Z,3,83.5,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231004T052130_2327704_004/EMIT_L2B_MIN_001_20231004T052130_2327704_004.nc
EMIT_L2B_MIN_001_20231004T052229_2327704_009,2023-10-04T05:22:29.000Z,2023-10-04T05:22:46.000Z,3,125.5,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231004T052229_2327704_009/EMIT_L2B_MIN_001_20231004T052229_2327704_009.nc
EMIT_L2B_MIN_001_20231007T043426_2328003_010,2023-10-07T04:34:26.000Z,2023-10-07T04:34:38.000Z,3,93.1,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231007T043426_2328003_010/EMIT_L2B_MIN_001_20231007T043426_2328003_010.nc
EMIT_L2B_MIN_001_20231030T035556_2330303_007,2023-10-30T03:55:56.000Z,2023-10-30T03:56:19.000Z,3,182.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231030T035556_2330303_007/EMIT_L2B_MIN_001_20231030T035556_2330303_007.nc
EMIT_L2B_MIN_001_20240426T052249_2411704_003,2024-04-26T05:22:49.000Z,2024-04-26T05:23:01.000Z,3,105.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240426T052249_2411704_003/EMIT_L2B_MIN_001_20240426T052249_2411704_003.nc
EMIT_L2B_MIN_001_20240519T110632_2414008_005,2024-05-19T11:06:32.000Z,2024-05-19T11:06:43.000Z,3,94.8,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240519T110632_2414008_005/EMIT_L2B_MIN_001_20240519T110632_2414008_005.nc
EMIT_L2B_MIN_001_20250128T063810_2502805_012,2025-01-28T06:38:10.000Z,2025-01-28T06:38:26.000Z,3,118.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250128T063810_2502805_012/EMIT_L2B_MIN_001_20250128T063810_2502805_012.nc
EMIT_L2B_MIN_001_20250201T045737_2503204_005,2025-02-01T04:57:37.000Z,2025-02-01T04:57:48.000Z,3,84.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250201T045737_2503204_005/EMIT_L2B_MIN_001_20250201T045737_2503204_005.nc
EMIT_L2B_MIN_001_20250214T090905_2504506_004,2025-02-14T09:09:05.000Z,2025-02-14T09:09:17.000Z,3,83.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250214T090905_2504506_004/EMIT_L2B_MIN_001_20250214T090905_2504506_004.nc
EMIT_L2B_MIN_001_20250214T090929_2504506_006,2025-02-14T09:09:29.000Z,2025-02-14T09:09:40.000Z,3,82.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250214T090929_2504506_006/EMIT_L2B_MIN_001_20250214T090929_2504506_006.nc
EMIT_L2B_MIN_001_20250215T082031_2504606_002,2025-02-15T08:20:31.000Z,2025-02-15T08:20:51.000Z,3,143.1,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250215T082031_2504606_002/EMIT_L2B_MIN_001_20250215T082031_2504606_002.nc
EMIT_L2B_MIN_001_20250502T025217_2512202_002,2025-05-02T02:52:17.000Z,2025-05-02T02:52:29.000Z,3,99.1,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250502T025217_2512202_002/EMIT_L2B_MIN_001_20250502T025217_2512202_002.nc
EMIT_L2B_MIN_001_20250502T025229_2512202_003,2025-05-02T02:52:29.000Z,2025-05-02T02:52:49.000Z,3,154.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250502T025229_2512202_003/EMIT_L2B_MIN_001_20250502T025229_2512202_003.nc
EMIT_L2B_MIN_001_20251129T061504_2533304_006,2025-11-29T06:15:04.000Z,2025-11-29T06:15:24.000Z,3,181.5,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20251129T061504_2533304_006/EMIT_L2B_MIN_001_20251129T061504_2533304_006.nc
EMIT_L2B_MIN_001_20260216T071930_2604705_012,2026-02-16T07:19:30.000Z,2026-02-16T07:19:41.000Z,3,80.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260216T071930_2604705_012/EMIT_L2B_MIN_001_20260216T071930_2604705_012.nc
EMIT_L2B_MIN_001_20260420T065859_2611004_034,2026-04-20T06:58:59.000Z,2026-04-20T06:59:11.000Z,3,119.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260420T065859_2611004_034/EMIT_L2B_MIN_001_20260420T065859_2611004_034.nc
EMIT_L2B_MIN_001_20260424T052617_2611403_018,2026-04-24T05:26:17.000Z,2026-04-24T05:26:29.000Z,3,112.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260424T052617_2611403_018/EMIT_L2B_MIN_001_20260424T052617_2611403_018.nc
EMIT_L2B_MIN_001_20260519T101824_2613907_017,2026-05-19T10:18:24.000Z,2026-05-19T10:18:36.000Z,3,124.1,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260519T101824_2613907_017/EMIT_L2B_MIN_001_20260519T101824_2613907_017.nc
EMIT_L2B_MIN_001_20260527T070931_2614705_002,2026-05-27T07:09:31.000Z,2026-05-27T07:09:43.000Z,3,117.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260527T070931_2614705_002/EMIT_L2B_MIN_001_20260527T070931_2614705_002.nc
EMIT_L2B_MIN_001_20260531T053619_2615104_002,2026-05-31T05:36:19.000Z,2026-05-31T05:36:31.000Z,3,130.1,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260531T053619_2615104_002/EMIT_L2B_MIN_001_20260531T053619_2615104_002.nc
EMIT_L2B_MIN_001_20230214T103533_2304507_037,2023-02-14T10:35:33.000Z,2023-02-14T10:35:44.000Z,4,84.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230214T103533_2304507_037/EMIT_L2B_MIN_001_20230214T103533_2304507_037.nc
EMIT_L2B_MIN_001_20230218T085826_2304906_042,2023-02-18T08:58:26.000Z,2023-02-18T08:58:38.000Z,4,86.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230218T085826_2304906_042/EMIT_L2B_MIN_001_20230218T085826_2304906_042.nc
EMIT_L2B_MIN_001_20230331T072425_2309005_004,2023-03-31T07:24:25.000Z,2023-03-31T07:24:37.000Z,4,100.5,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230331T072425_2309005_004/EMIT_L2B_MIN_001_20230331T072425_2309005_004.nc
EMIT_L2B_MIN_001_20230422T073845_2311205_038,2023-04-22T07:38:45.000Z,2023-04-22T07:38:57.000Z,4,101.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230422T073845_2311205_038/EMIT_L2B_MIN_001_20230422T073845_2311205_038.nc
EMIT_L2B_MIN_001_20230429T051208_2311903_027,2023-04-29T05:12:08.000Z,2023-04-29T05:12:20.000Z,4,103.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230429T051208_2311903_027/EMIT_L2B_MIN_001_20230429T051208_2311903_027.nc
EMIT_L2B_MIN_001_20230610T035700_2316103_004,2023-06-10T03:57:00.000Z,2023-06-10T03:57:12.000Z,4,100.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230610T035700_2316103_004/EMIT_L2B_MIN_001_20230610T035700_2316103_004.nc
EMIT_L2B_MIN_001_20230806T051522_2321804_008,2023-08-06T05:15:22.000Z,2023-08-06T05:15:34.000Z,4,99.1,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230806T051522_2321804_008/EMIT_L2B_MIN_001_20230806T051522_2321804_008.nc
EMIT_L2B_MIN_001_20230902T030441_2324502_007,2023-09-02T03:04:41.000Z,2023-09-02T03:04:53.000Z,4,79.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230902T030441_2324502_007/EMIT_L2B_MIN_001_20230902T030441_2324502_007.nc
EMIT_L2B_MIN_001_20230930T065713_2327305_006,2023-09-30T06:57:13.000Z,2023-09-30T06:57:25.000Z,4,83.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230930T065713_2327305_006/EMIT_L2B_MIN_001_20230930T065713_2327305_006.nc
EMIT_L2B_MIN_001_20231007T043402_2328003_008,2023-10-07T04:34:02.000Z,2023-10-07T04:34:14.000Z,4,95.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231007T043402_2328003_008/EMIT_L2B_MIN_001_20231007T043402_2328003_008.nc
EMIT_L2B_MIN_001_20231022T070657_2329505_030,2023-10-22T07:06:57.000Z,2023-10-22T07:07:08.000Z,4,96.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231022T070657_2329505_030/EMIT_L2B_MIN_001_20231022T070657_2329505_030.nc
EMIT_L2B_MIN_001_20231025T062015_2329804_036,2023-10-25T06:20:15.000Z,2023-10-25T06:20:27.000Z,4,89.8,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231025T062015_2329804_036/EMIT_L2B_MIN_001_20231025T062015_2329804_036.nc
EMIT_L2B_MIN_001_20231026T053142_2329904_024,2023-10-26T05:31:42.000Z,2023-10-26T05:31:53.000Z,4,93.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231026T053142_2329904_024/EMIT_L2B_MIN_001_20231026T053142_2329904_024.nc
EMIT_L2B_MIN_001_20231029T044331_2330203_015,2023-10-29T04:43:31.000Z,2023-10-29T04:43:43.000Z,4,102.1,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231029T044331_2330203_015/EMIT_L2B_MIN_001_20231029T044331_2330203_015.nc
EMIT_L2B_MIN_001_20231029T044407_2330203_018,2023-10-29T04:44:07.000Z,2023-10-29T04:44:18.000Z,4,87.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231029T044407_2330203_018/EMIT_L2B_MIN_001_20231029T044407_2330203_018.nc
EMIT_L2B_MIN_001_20240228T043557_2405903_006,2024-02-28T04:35:57.000Z,2024-02-28T04:36:19.000Z,4,187.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240228T043557_2405903_006/EMIT_L2B_MIN_001_20240228T043557_2405903_006.nc
EMIT_L2B_MIN_001_20240519T110643_2414008_006,2024-05-19T11:06:43.000Z,2024-05-19T11:06:55.000Z,4,95.8,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240519T110643_2414008_006/EMIT_L2B_MIN_001_20240519T110643_2414008_006.nc
EMIT_L2B_MIN_001_20240607T033406_2415903_010,2024-06-07T03:34:06.000Z,2024-06-07T03:34:18.000Z,4,101.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240607T033406_2415903_010/EMIT_L2B_MIN_001_20240607T033406_2415903_010.nc
EMIT_L2B_MIN_001_20240610T024309_2416202_001,2024-06-10T02:43:09.000Z,2024-06-10T02:43:21.000Z,4,98.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240610T024309_2416202_001/EMIT_L2B_MIN_001_20240610T024309_2416202_001.nc
EMIT_L2B_MIN_001_20240610T024321_2416202_002,2024-06-10T02:43:21.000Z,2024-06-10T02:43:33.000Z,4,102.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240610T024321_2416202_002/EMIT_L2B_MIN_001_20240610T024321_2416202_002.nc
EMIT_L2B_MIN_001_20240612T105407_2416407_008,2024-06-12T10:54:07.000Z,2024-06-12T10:54:19.000Z,4,102.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240612T105407_2416407_008/EMIT_L2B_MIN_001_20240612T105407_2416407_008.nc
EMIT_L2B_MIN_001_20241129T062601_2433405_008,2024-11-29T06:26:01.000Z,2024-11-29T06:26:21.000Z,4,149.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20241129T062601_2433405_008/EMIT_L2B_MIN_001_20241129T062601_2433405_008.nc
EMIT_L2B_MIN_001_20241203T044909_2433804_005,2024-12-03T04:49:09.000Z,2024-12-03T04:49:21.000Z,4,86.8,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20241203T044909_2433804_005/EMIT_L2B_MIN_001_20241203T044909_2433804_005.nc
EMIT_L2B_MIN_001_20250128T063758_2502805_011,2025-01-28T06:37:58.000Z,2025-01-28T06:38:10.000Z,4,80.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250128T063758_2502805_011/EMIT_L2B_MIN_001_20250128T063758_2502805_011.nc
EMIT_L2B_MIN_001_20250417T082323_2510705_019,2025-04-17T08:23:23.000Z,2025-04-17T08:23:44.000Z,4,175.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250417T082323_2510705_019/EMIT_L2B_MIN_001_20250417T082323_2510705_019.nc
EMIT_L2B_MIN_001_20250428T042637_2511803_005,2025-04-28T04:26:37.000Z,2025-04-28T04:26:49.000Z,4,97.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250428T042637_2511803_005/EMIT_L2B_MIN_001_20250428T042637_2511803_005.nc
EMIT_L2B_MIN_001_20251002T051041_2527503_012,2025-10-02T05:10:41.000Z,2025-10-02T05:10:52.000Z,4,99.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20251002T051041_2527503_012/EMIT_L2B_MIN_001_20251002T051041_2527503_012.nc
EMIT_L2B_MIN_001_20260402T045359_2609203_005,2026-04-02T04:53:59.000Z,2026-04-02T04:54:11.000Z,4,117.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260402T045359_2609203_005/EMIT_L2B_MIN_001_20260402T045359_2609203_005.nc
EMIT_L2B_MIN_001_20260520T093108_2614006_025,2026-05-20T09:31:08.000Z,2026-05-20T09:31:20.000Z,4,118.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260520T093108_2614006_025/EMIT_L2B_MIN_001_20260520T093108_2614006_025.nc
EMIT_L2B_MIN_001_20260604T040115_2615503_005,2026-06-04T04:01:15.000Z,2026-06-04T04:01:26.000Z,4,131.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260604T040115_2615503_005/EMIT_L2B_MIN_001_20260604T040115_2615503_005.nc
EMIT_L2B_MIN_001_20230214T103521_2304507_036,2023-02-14T10:35:21.000Z,2023-02-14T10:35:33.000Z,5,86.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230214T103521_2304507_036/EMIT_L2B_MIN_001_20230214T103521_2304507_036.nc
EMIT_L2B_MIN_001_20230215T094753_2304606_024,2023-02-15T09:47:53.000Z,2023-02-15T09:48:04.000Z,5,80.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230215T094753_2304606_024/EMIT_L2B_MIN_001_20230215T094753_2304606_024.nc
EMIT_L2B_MIN_001_20230404T055138_2309404_011,2023-04-04T05:51:38.000Z,2023-04-04T05:51:51.000Z,5,100.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230404T055138_2309404_011/EMIT_L2B_MIN_001_20230404T055138_2309404_011.nc
EMIT_L2B_MIN_001_20230408T041543_2309803_006,2023-04-08T04:15:43.000Z,2023-04-08T04:15:55.000Z,5,92.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230408T041543_2309803_006/EMIT_L2B_MIN_001_20230408T041543_2309803_006.nc
EMIT_L2B_MIN_001_20230426T060130_2311604_029,2023-04-26T06:01:30.000Z,2023-04-26T06:01:41.000Z,5,96.8,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230426T060130_2311604_029/EMIT_L2B_MIN_001_20230426T060130_2311604_029.nc
EMIT_L2B_MIN_001_20230929T074610_2327205_012,2023-09-29T07:46:10.000Z,2023-09-29T07:46:21.000Z,5,89.8,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230929T074610_2327205_012/EMIT_L2B_MIN_001_20230929T074610_2327205_012.nc
EMIT_L2B_MIN_001_20231022T070708_2329505_031,2023-10-22T07:07:08.000Z,2023-10-22T07:07:20.000Z,5,97.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231022T070708_2329505_031/EMIT_L2B_MIN_001_20231022T070708_2329505_031.nc
EMIT_L2B_MIN_001_20231025T062003_2329804_035,2023-10-25T06:20:03.000Z,2023-10-25T06:20:15.000Z,5,89.8,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231025T062003_2329804_035/EMIT_L2B_MIN_001_20231025T062003_2329804_035.nc
EMIT_L2B_MIN_001_20250124T081724_2502406_005,2025-01-24T08:17:24.000Z,2025-01-24T08:17:36.000Z,5,81.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250124T081724_2502406_005/EMIT_L2B_MIN_001_20250124T081724_2502406_005.nc
EMIT_L2B_MIN_001_20250128T063722_2502805_008,2025-01-28T06:37:22.000Z,2025-01-28T06:37:34.000Z,5,86.5,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250128T063722_2502805_008/EMIT_L2B_MIN_001_20250128T063722_2502805_008.nc
EMIT_L2B_MIN_001_20250128T063746_2502805_010,2025-01-28T06:37:46.000Z,2025-01-28T06:37:58.000Z,5,84.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250128T063746_2502805_010/EMIT_L2B_MIN_001_20250128T063746_2502805_010.nc
EMIT_L2B_MIN_001_20250428T042649_2511803_006,2025-04-28T04:26:49.000Z,2025-04-28T04:27:01.000Z,5,93.1,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250428T042649_2511803_006/EMIT_L2B_MIN_001_20250428T042649_2511803_006.nc
EMIT_L2B_MIN_001_20251129T061537_2533304_007,2025-11-29T06:15:37.000Z,2025-11-29T06:15:49.000Z,5,112.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20251129T061537_2533304_007/EMIT_L2B_MIN_001_20251129T061537_2533304_007.nc
EMIT_L2B_MIN_001_20260216T071854_2604705_009,2026-02-16T07:18:54.000Z,2026-02-16T07:19:06.000Z,5,79.1,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260216T071854_2604705_009/EMIT_L2B_MIN_001_20260216T071854_2604705_009.nc
EMIT_L2B_MIN_001_20220831T043522_2224303_011,2022-08-31T04:35:22.000Z,2022-08-31T04:35:33.000Z,6,78.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20220831T043522_2224303_011/EMIT_L2B_MIN_001_20220831T043522_2224303_011.nc
EMIT_L2B_MIN_001_20230302T041325_2306103_006,2023-03-02T04:13:25.000Z,2023-03-02T04:13:36.000Z,6,102.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230302T041325_2306103_006/EMIT_L2B_MIN_001_20230302T041325_2306103_006.nc
EMIT_L2B_MIN_001_20230407T050424_2309704_012,2023-04-07T05:04:24.000Z,2023-04-07T05:04:36.000Z,6,102.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230407T050424_2309704_012/EMIT_L2B_MIN_001_20230407T050424_2309704_012.nc
